timestamp,cluster1_count,cluster1_avg_ms,cluster1_p95_ms,cluster2_count,cluster2_avg_ms,cluster2_p95_ms,cluster3_count,cluster3_avg_ms,cluster3_p95_ms
21:35:20,65,86.5,123.6,57,75.8,122.3,48,70.2,122.1
21:35:30,99,59.9,76.1,86,57.7,66.4,63,59.1,71.6
21:35:40,100,57.8,69.3,81,56.9,62.9,62,56.4,62.2
21:35:50,96,58.0,68.6,77,57.8,67.3,64,57.8,62.9
21:36:00,92,57.2,64.8,83,56.4,61.5,65,57.1,68.1
21:36:10,93,57.4,63.7,76,57.1,67.1,63,57.2,64.9
21:36:20,100,58.2,66.5,82,58.2,66.4,68,57.3,63.7
21:36:30,99,56.9,62.7,81,56.9,65.3,60,56.0,62.2
21:36:40,96,57.5,64.6,84,56.9,63.2,63,57.3,63.7
21:36:50,97,58.4,70.9,82,57.5,64.9,67,57.7,65.1
21:37:00,97,55.9,61.5,76,59.4,71.8,59,56.6,66.3
21:37:10,93,60.7,75.1,84,56.3,62.6,65,56.1,62.8
21:37:20,18,56.9,66.3,12,58.9,66.6,10,54.7,56.6
