timestamp,cluster1_count,cluster1_avg_ms,cluster1_p95_ms,cluster2_count,cluster2_avg_ms,cluster2_p95_ms,cluster3_count,cluster3_avg_ms,cluster3_p95_ms
17:00:40,14,140.0,220.5,27,89.6,210.5,23,81.4,128.9
17:00:50,7,59.2,121.8,87,51.4,63.1,57,52.9,64.9
17:01:00,19,19821.6,24183.5,76,52.0,82.6,59,47.6,55.0
17:01:10,77,49.2,72.7,84,51.0,62.5,60,383.2,79.4
17:01:20,67,49.1,59.6,78,48.3,56.6,61,47.7,62.3
17:01:30,47,48.8,62.9,77,48.4,60.9,61,47.8,54.9
17:01:40,25,49.8,62.3,82,47.8,60.8,60,47.4,57.7
17:01:50,19,48.4,58.0,81,48.4,60.9,67,48.7,61.6
17:02:00,13,49.4,65.2,79,47.4,58.0,60,48.1,56.0
17:02:10,14,51.2,77.2,83,49.4,62.9,63,48.6,61.3
17:02:20,14,49.8,66.0,81,49.8,62.0,61,48.4,57.7
17:02:30,15,47.7,58.9,89,48.7,60.5,66,47.7,57.0
17:02:40,14,49.8,71.4,78,46.5,52.5,68,46.9,56.1
17:02:50,14,50.0,63.4,86,47.6,56.7,63,46.2,51.6
17:03:00,11,47.6,63.0,81,47.7,53.8,61,48.0,60.0
17:03:10,10,53.3,79.6,84,48.6,60.1,65,48.9,64.0
17:03:20,7,48.2,55.5,82,48.7,60.8,62,48.6,59.3
17:03:30,5,56.7,62.1,82,48.1,60.3,63,48.1,56.3
17:03:40,6,63.2,84.5,89,49.9,63.2,62,47.7,54.0
17:03:50,24,55.6,98.1,99,49.1,62.0,73,47.1,64.6
17:04:00,38,50.6,91.2,120,47.3,60.5,84,47.3,59.1
17:04:10,51,52.2,86.4,142,47.5,61.5,101,47.1,56.5
17:04:20,68,63.2,82.9,157,54.7,66.5,118,67.3,84.1
17:04:30,75,49.8,64.9,179,48.7,61.6,124,47.1,52.7
17:04:40,83,49.6,61.9,193,49.6,62.2,143,47.3,54.6
17:04:50,82,48.9,61.6,213,47.4,56.4,153,47.1,55.1
17:05:00,83,48.9,65.2,232,47.9,61.1,169,48.1,61.1
17:05:10,87,50.8,62.8,257,50.6,62.8,187,50.5,62.3
17:05:20,92,50.9,65.1,268,49.6,60.1,193,48.4,56.0
17:05:30,99,50.1,61.6,290,51.3,66.4,205,49.3,61.9
17:05:40,110,50.1,70.9,297,50.3,64.5,216,50.0,69.4
17:05:50,102,54.6,81.3,338,89.2,384.6,240,56.1,63.1
17:06:00,90,49.8,59.8,324,107.8,536.3,245,67.0,158.7
17:06:10,318,24671.2,263426.2,352,100.2,488.0,264,49.0,61.5
17:06:20,430,221.7,113.4,353,51.0,67.5,268,76.1,188.0
17:06:30,446,127.9,675.2,401,183.4,868.2,271,99.8,452.3
17:06:40,475,54.5,78.6,411,67.8,119.1,296,71.5,172.0
17:06:50,474,54.7,88.5,416,55.3,81.0,309,49.7,61.6
17:07:00,481,54.2,82.9,422,54.4,85.0,298,50.7,65.1
17:07:10,481,53.0,77.7,419,55.1,94.6,297,50.0,62.8
17:07:20,484,56.4,80.9,403,123.6,672.9,303,52.3,79.3
17:07:30,458,89.3,286.6,416,117.5,614.2,298,49.8,61.7
17:07:40,472,63.9,106.5,417,88.9,343.7,312,50.5,62.8
17:07:50,462,101.6,382.4,399,168.5,860.4,302,49.3,59.2
17:08:00,477,54.3,82.5,425,53.6,86.0,315,49.7,60.1
17:08:10,460,122.1,587.4,418,51.7,72.7,308,48.6,59.7
17:08:20,496,59.7,98.5,390,169.1,910.0,297,55.5,87.9
17:08:30,463,77.9,122.5,402,118.7,433.3,288,75.2,120.0
17:08:40,476,118.7,565.7,402,98.1,456.3,310,79.5,229.8
17:08:50,470,75.2,209.5,409,53.9,91.9,298,47.9,59.5
17:09:00,469,54.3,89.6,424,91.9,351.1,301,46.8,55.2
17:09:10,478,54.8,93.4,417,53.9,87.5,307,47.6,55.3
17:09:20,492,52.2,72.9,417,53.8,90.7,305,95.9,402.4
17:09:30,466,57.5,95.2,388,159.6,665.9,295,49.6,61.6
17:09:40,488,55.7,92.6,439,52.5,72.4,311,50.3,60.7
17:09:50,486,53.3,77.8,416,53.9,83.8,312,49.8,60.2
17:10:00,474,92.9,333.0,421,54.0,91.1,305,48.9,58.1
17:10:10,475,52.8,74.7,392,148.0,790.8,312,48.9,59.2
17:10:20,469,90.2,414.8,412,55.3,90.8,294,49.3,62.4
17:10:30,463,106.5,488.7,417,52.3,80.2,309,48.5,57.7
17:10:40,493,55.9,89.7,390,81.4,304.1,292,49.7,61.5
17:10:50,453,53.9,78.1,416,74.6,118.4,297,49.5,60.5
17:11:00,450,54.7,85.9,395,50.7,61.9,275,112.8,657.1
17:11:10,426,51.7,70.5,373,51.6,65.5,261,50.3,62.3
17:11:20,414,51.0,74.9,348,49.8,64.9,257,48.4,55.9
17:11:30,388,48.5,62.3,332,116.4,508.6,239,47.8,58.1
17:11:40,378,49.0,64.1,323,49.8,67.3,237,47.5,58.0
17:11:50,346,152.3,860.3,306,49.6,62.0,222,48.2,58.2
17:12:00,333,62.9,96.1,294,47.7,58.0,206,46.1,52.1
17:12:10,315,47.7,56.9,282,48.6,59.1,199,47.8,62.2
17:12:20,299,48.4,62.2,271,48.5,61.3,184,47.1,55.1
17:12:30,277,48.7,59.7,244,48.0,58.0,170,46.7,53.6
17:12:40,265,48.9,58.4,237,48.9,58.1,171,48.6,56.5
17:12:50,252,48.7,59.7,198,48.5,59.4,151,47.2,54.9
17:13:00,228,48.9,59.6,204,50.3,61.9,145,48.2,59.8
17:13:10,215,49.5,61.7,185,49.6,63.9,130,48.1,59.0
17:13:20,195,48.3,55.8,164,48.1,55.4,122,48.1,57.9
17:13:30,177,52.8,78.3,149,52.7,76.8,103,50.2,77.4
17:13:40,155,49.0,62.2,137,50.2,62.9,99,48.7,57.9
17:13:50,156,47.9,60.0,136,48.0,61.3,97,48.4,61.9
17:14:00,153,48.1,55.4,140,102.6,549.3,96,47.4,59.1
17:14:10,160,48.5,60.0,132,48.9,60.1,101,48.7,60.9
17:14:20,144,49.5,62.6,135,50.0,63.5,96,49.1,62.2
17:14:30,149,51.3,72.3,138,50.8,71.6,94,50.2,65.9
17:14:40,155,48.6,58.6,130,49.0,61.5,97,47.3,54.7
17:14:50,161,48.3,58.5,137,49.3,61.7,95,48.6,60.2
17:15:00,160,47.8,56.9,129,48.3,60.6,102,47.1,56.0
17:15:10,144,48.7,59.5,131,48.1,56.6,102,48.7,56.7
17:15:20,155,48.9,61.7,138,48.8,60.3,95,53.4,77.4
17:15:30,152,48.9,61.1,133,48.8,61.5,95,49.2,61.7
17:15:40,156,49.8,63.4,138,123.4,778.4,101,52.2,68.2
17:15:50,180,50.9,68.4,166,50.1,63.7,115,51.0,73.8
17:16:00,224,50.7,66.1,200,50.7,67.7,138,51.3,71.5
17:16:10,258,50.9,66.4,219,50.1,62.9,158,49.5,65.2
17:16:20,301,50.6,63.6,253,50.9,64.7,185,49.9,62.5
17:16:30,325,51.9,66.3,293,50.5,64.0,206,50.4,63.3
17:16:40,355,87.8,321.9,315,50.4,64.1,227,50.7,70.4
17:16:50,388,51.6,70.8,375,52.4,74.2,245,50.2,62.8
17:17:00,442,53.6,78.3,390,51.2,69.4,260,50.6,70.1
17:17:10,470,54.4,83.8,411,54.3,86.9,296,50.9,64.5
17:17:20,487,113.3,541.2,445,78.2,191.3,314,53.3,83.1
17:17:30,534,99.9,374.1,463,90.1,320.8,337,51.5,77.5
17:17:40,536,155.1,810.1,481,82.1,240.4,361,50.2,61.8
17:17:50,570,58.0,98.1,472,153.2,738.7,339,156.9,863.0
17:18:00,577,59.1,102.2,485,115.7,494.4,343,81.4,230.2
17:18:10,573,59.3,97.3,497,58.7,100.8,356,148.6,860.6
17:18:20,527,175.6,741.5,488,110.9,516.4,349,106.7,565.5
17:18:30,564,151.5,742.2,516,88.7,330.5,359,51.6,70.6
17:18:40,568,62.7,107.5,483,93.4,343.0,353,50.2,64.1
17:18:50,529,93.7,163.6,482,125.8,632.4,369,54.4,68.4
17:19:00,603,101.9,349.2,484,186.7,867.3,362,51.9,69.7
17:19:10,578,66.6,108.3,501,59.9,97.1,363,54.7,82.5
17:19:20,564,64.3,108.7,492,59.5,98.2,365,56.0,84.2
