cluster,region,requests,failures,fail_pct,avg_ms,p50_ms,p90_ms,p95_ms,p99_ms
cluster1,DE,7465,0,0.0,78.7,57.7,86.2,107.6,576.3
cluster2,FR,6468,0,0.0,94.6,57.2,89.1,257.3,908.6
cluster3,PL,4723,0,0.0,76.0,56.8,68.6,89.3,740.7
