cluster,region,requests,failures,fail_pct,avg_ms,p50_ms,p90_ms,p95_ms,p99_ms
cluster1,DE,80,0,0.0,0.0,0.0,0.0,0.0,0.0
cluster2,FR,68,0,0.0,0.0,0.0,0.0,0.0,0.0
cluster3,PL,52,0,0.0,0.0,0.0,0.0,0.0,0.0
