cluster,region,requests,failures,fail_pct,avg_ms,p50_ms,p90_ms,p95_ms,p99_ms
cluster1,DE,270,0,0.0,0.0,0.0,0.0,0.0,0.0
cluster2,FR,232,0,0.0,0.0,0.0,0.0,0.0,0.0
cluster3,PL,173,0,0.0,0.0,0.0,0.0,0.0,0.0
